number,date,username,issue_name,issue_url,closed_at,closed_by,labels,milestone,comment_username,comment_date,comment_contents
990,2025-02-03T21:35:32Z,asoplata,DOCS: Check spelling in docstrings,https://github.com/jonescompneurolab/hnn-core/issues/990,,,"documentation, good first issue",,uchiha-vivek,2025-03-15T04:15:39Z,Sure @asoplata  for this I will make necessary spell checks in doc strings  and raise a pr .
989,2025-02-01T02:52:11Z,github-actions[bot],Monthly issue metrics report,https://github.com/jonescompneurolab/hnn-core/issues/989,2025-03-03T19:50:19Z,asoplata,,,,,
984,2025-01-29T20:17:44Z,asoplata,METRICS: Build an automatic metrics analytics pipeline,https://github.com/jonescompneurolab/hnn-core/issues/984,,,metrics,,,,
976,2025-01-23T21:36:10Z,asoplata,INSTALL: Make GUI dependencies installed by default?,https://github.com/jonescompneurolab/hnn-core/issues/976,2025-01-24T16:46:41Z,asoplata,"documentation, gui, installation",,asoplata,2025-01-23T22:04:13Z,"@ntolley brought up that the GUI dependencies have some stability issues, which is a good counterpoint. Even if we version-restricted those dependencies, we'd have to pay attention and update them as needed, like per-release. And in general, we don't like version constraints."
976,2025-01-23T21:36:10Z,asoplata,INSTALL: Make GUI dependencies installed by default?,https://github.com/jonescompneurolab/hnn-core/issues/976,2025-01-24T16:46:41Z,asoplata,"documentation, gui, installation",,jasmainak,2025-01-24T16:18:20Z,"@asoplata you loose users exponentially with each new dependency ... this was drilled into me very early on. This was particularly true 10 years ago when the python ecosystem was still stabilizing. With time, folks have become more liberal adding dependencies but I still think the core package should be so easy to install that you can give someone a demo on any computer (Mac/Windows/Linux) in a matter of minutes. That's one of the reasons that MPI and nlopt were removed as core dependencies when I started developing hnn-core.   When adding a new core dependency, you should consider:  - is the package well-maintained and likely to continue be maintained in the future? - does the dependency itself have installation issues? e.g., too many dependencies? - is the package critical to the core functionality of the package? An optional dependency would be more appropriate if it's needed for only a couple of functions  Now, in the case of hnn-gui specifically I would say that `ipywidgets` underwent a huge overhaul recently which broke the `voila` and `ipywidgets` combo ... it's supported by the Jupyter team, so I do think it will continue to be maintained. But we should perhaps wait and watch for a bit."
976,2025-01-23T21:36:10Z,asoplata,INSTALL: Make GUI dependencies installed by default?,https://github.com/jonescompneurolab/hnn-core/issues/976,2025-01-24T16:46:41Z,asoplata,"documentation, gui, installation",,asoplata,2025-01-24T16:46:41Z,"All good points. I'd never realized the relationship between the package ecosystem's health and your own personal project dependencies.  Re: stability, yes, both you and Nick have convinced me that this issue isn't a good idea at this time. E.g., both `ipympl` and `voila` are pre-1.0, and the `ipywidgets` breaking change is reason enough for not making our GUI the default. Y'all's feedback is exactly why I asked this issue! Thanks, closing the issue."
974,2025-01-23T18:24:19Z,ntolley,DOC: Fix typo in add_evoked_drive() docstring,https://github.com/jonescompneurolab/hnn-core/issues/974,2025-01-27T19:13:15Z,asoplata,"documentation, good first issue",,asoplata,2025-01-27T19:13:15Z,Resolved by #979
972,2025-01-21T21:14:13Z,asoplata,ENH/REF: Feature planning: Removing celltype hardcoding,https://github.com/jonescompneurolab/hnn-core/issues/972,,,"enhancement, refactor",0.5,asoplata,2025-01-21T21:14:58Z,"As I've been going through #970 and trying to get it back to passing all tests, I've noticed a minor ""bug"" so to speak, that `CellResponse`'s handling of its `cell_types` is inconsistent, and does not only include ""cell types"". `CellResponse.cell_types()` returns a list of the unique labels of `self.spike_types`, but judging from both the docstring for that attribute and some test code, that list of labels includes both ""cell types"" which have spiked *and drives* which have spiked. Here is some example code that illustrates this:  ```{python} #!/usr/bin/env python  from hnn_core import jones_2009_model, MPIBackend, simulate_dipole net = jones_2009_model() location = 'proximal' burst_std = 20 weights_ampa_p = {'L2_pyramidal': 1.0, 'L5_pyramidal': 1.0} syn_delays_p = {'L2_pyramidal': 0.1, 'L5_pyramidal': 1.}  net.add_bursty_drive(     'alpha_prox', tstart=50., burst_rate=10, burst_std=burst_std, numspikes=2,     spike_isi=10, n_drive_cells=10, location=location,     weights_ampa=weights_ampa_p, synaptic_delays=syn_delays_p, event_seed=284)  # When I run this longer simulation, I get the following, which includes the drive: # net.cell_response.cell_types are ['L2_basket', 'L2_pyramidal', 'L5_basket', 'L5_pyramidal', 'alpha_prox']  with MPIBackend(n_procs=8):     dpl = simulate_dipole(net, tstop=310., n_trials=1)  print(f'net.cell_response.cell_types are {net.cell_response.cell_types}')  # When I run this shorter simulation, I get the following, which is missing 'L5_basket': # net.cell_response.cell_types are ['L2_basket', 'L2_pyramidal', 'L5_pyramidal', 'alpha_prox']  with MPIBackend(n_procs=8):     dpl = simulate_dipole(net, tstop=30., n_trials=1)  print(f'net.cell_response.cell_types are {net.cell_response.cell_types}') ```  This means that `CellResponse.cell_types` cannot be relied on for ""cell type"" information, as opposed to ""unique spike types"" which is a better name for it (similar to how it's used here https://github.com/jonescompneurolab/hnn-core/blob/master/hnn_core/viz.py#L608 ).  I see two ways to approach this:  1. I think is the best way: We remove all ""cell type"" language from `CellResponse`'s use, and instead treat all ""unique spike types that have spiked during the trial"" the same. 2. We split the spike data into two parts, one for spikes of true ""cell types"" and one for spikes of drives. This is very clunky and bad design, including that eventually, we may want to add other things besides celltypes and drives.  Regardless, we should make discriminating between ""cell type"" spikes and ""drive"" spikes very clear and easy, including in plotting. Just like with wagdy88's changes, we could force the `CellResponse` user to supply true cell type names, and then we would always know if a spike type is a celltype or a drive. We could then (optionally) have a default true flag for plotting functions that only plots true celltypes by default (as opposed to drives). This would also make other things easier, like informing the user who is plotting a celltype that, if it is not found but in `_cell_type_names`, then that celltype can't be plotted because it produced no spikes, not that it's an incorrect name, etc. We could also remove all the celltype defaults from the plotting code that `CellResponse` uses, and also have a mapping at initialization time between all unique spike types and colors, so the colors are consistent. Alternatively, we could move all celltype info to `Network`, and have any `CellResponse` usage consume the info from `Network`."
972,2025-01-21T21:14:13Z,asoplata,ENH/REF: Feature planning: Removing celltype hardcoding,https://github.com/jonescompneurolab/hnn-core/issues/972,,,"enhancement, refactor",0.5,asoplata,2025-09-12T18:35:17Z,"The prior comments in this issue are out-of-date, but that's because Chetan has been working on this issue as part of his GSoC 2025 project and later. This work has separately been partly accomplished by #1095 , #1099, #1103, and #1106."
969,2025-01-14T18:14:28Z,asoplata,DOC: Refresh code-website,https://github.com/jonescompneurolab/hnn-core/issues/969,2025-09-19T19:04:37Z,asoplata,"documentation, website",,asoplata,2025-09-12T18:40:22Z,wow i'm awesome and have done many of these. good job me.
969,2025-01-14T18:14:28Z,asoplata,DOC: Refresh code-website,https://github.com/jonescompneurolab/hnn-core/issues/969,2025-09-19T19:04:37Z,asoplata,"documentation, website",,dylansdaniels,2025-09-15T20:34:34Z,"In response to your ""good job me"" ;)  <img width=""640"" height=""349"" alt=""Image"" src=""https://github.com/user-attachments/assets/19805ea4-1e00-45dc-96e4-28aada862b17"" />"
969,2025-01-14T18:14:28Z,asoplata,DOC: Refresh code-website,https://github.com/jonescompneurolab/hnn-core/issues/969,2025-09-19T19:04:37Z,asoplata,"documentation, website",,asoplata,2025-09-19T19:04:37Z,Remaining work is in a separate issue #1109 or is ready for merge in #1126. Closing.
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,asoplata,2025-01-14T16:42:24Z,Irresponsible suggestion: it may make sense to also deal with #342 and #568 in the course of solving this issue.
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,carolinafernandezp,2025-01-15T19:31:30Z,"I can work on this. The problem is that the same-layer basket cells and pyramidal neurons should be on the same plane. Currently, the basket cells are arbitrarily placed slightly above (L5) and slightly below (L2) their respective pyramidal cell layers.   This is happening in [`_calc_basket_coord`](https://jonescompneurolab.github.io/hnn-core/stable/_modules/hnn_core/network.html) where `zdiff` (the depth of L2 relative to L5 pyramidal cell somas) gets offset by a `weight` of 0.8 and 0.2 for the L2 and L5 basket cells, respectively (which ends up being 261.48 μm since `zdiff` is hard-coded to 1307.4 μm).   I'm rerunning the LFP/CSD simulations to see how they are affected by removing the offset."
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,katduecker,2025-06-16T18:21:29Z,"Hi both,  I have a question on whether there is a scientific reason to this change? Is there evidence for the L5 basket cell somas being on the same plane as L5 pyramidal? I don't see any extracellular fields generated by baskets alone, so those shouldn't be affected..  See here, unconnected network, driving one cell type at a time. CSD/LFP for basket cells look the same as if the network isn't driven.  ![Image](https://github.com/user-attachments/assets/1060f5bc-a0ac-48d3-beb7-b746a6eb7f65)  Whenever I look at stained laminar layers or visualizations in textbooks, I always see some kind of offset between cell bodies.  ![Image](https://github.com/user-attachments/assets/ecec7861-6743-4bd7-8434-2732f07a32e0)  this one was taken from https://neupsykey.com/the-cerebral-cortex-2/  My impression is that it's not super biologically plausible that we have absolutely no jitter between somas, even of the same type.  A downside of doing this could be that in the context of the GSoC project, we are working on placing different extracellular cells on the same plane, and keeping track of cell types on planes might make the job a bit easier, and avoid cell bodies ending up on top of each other.  Curious to hear your thoughts! :)"
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,asoplata,2025-06-18T21:05:08Z,tagging @ntolley and @carolinafernandezp for scientific discussion about the proposed cell positions change.
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,carolinafernandezp,2025-07-10T22:15:44Z,"Hi all, apologies for the confusion. The issue came about while comparing HNN’s LFP/CSD simulations to animal data for my MMN paper which I was struggling to do. When I plotted the cell boundaries, Steph noticed an offset between basket cells and pyramidal neurons which we thought might not be biologically realistic. But thanks to @katduecker identifying the hnn_core issue where cell spatial information wasn't being transferred to NEURON (#1062), we suspect this bug was the reason our model's LFP/CSD couldn't be accurately compared to the animal data.  I agree that the soma position of basket cells only matters if the point neurons contribute to the dipole/LFP/CSD. If they don't, then it shouldn't make a difference. I do see a **very** weak source-sink-source pattern in the L2_basket and L5_basket CSD simulations @katduecker provided, but it is likely negligible (in both cases, the pattern appears in the supra-granular layers so I'm not even sure wether the basket cells are responsible). I also haven't found any evidence suggesting basket cells and pyramidal neurons should be on the exact same plane. The figures below are from rat motor cortex: pyramidal neuron somas (blue in Fig 1, dark in Fig 2) and parvalbumin-expressing (PV) interneuron somas (green in Fig 1, pink in Fig 2) show distinct positions (https://doi.org/10.1523/ENEURO.0567-20.2021).  <img src=""https://github.com/user-attachments/assets/2ed1f761-c820-4a0f-91f2-2bb9c4ee1472"" width=""400""> <img src=""https://github.com/user-attachments/assets/8f6d9f7a-1dda-48ab-9df3-dfad89c271b7"" width=""400"">"
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,ntolley,2025-07-14T18:35:16Z,"My takeaway is that for the time being, there's not really a good scientific reason to set the cell bodies to be on the same plane?  The takeaway that has much more work is that we should really be thinking about how to add jitter to the position of the cell bodies to better compare with laminar probe recordings 😄"
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,asoplata,2025-07-15T17:09:48Z,"My interpretation of y'all's responses is that #1062 solved the issue that #985 was meant to originally fix, and also that there is no strong reason to move the cells onto the same plane as in #985.   If so, it seems to me that this issue is resolved, and #985 is not necessary and should therefore be closed without merging. @carolinafernandezp do you agree with this?"
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,carolinafernandezp,2025-07-16T16:47:19Z,"Yes agreed @asoplata, thank you!"
968,2025-01-14T16:40:49Z,asoplata,MODEL: Adjust cell spacing,https://github.com/jonescompneurolab/hnn-core/issues/968,,asoplata,"default-model-update, science",,asoplata,2025-10-02T17:01:58Z,"This has been re-opened after Lab meeting on 2025-10-02, where we all discussed the following:  1. Potentially, after testing, merge in #985 , but in order for cells to be aligned for the sake of LFP/CSD calculations. 2. Potentially, in addition or replacement of the first idea, using data-derived distributions of celltype depths to statistically distribute our cells across unique, realistic heights. This will also increase the realism of our LFP/CSD calculations,"
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,dikshant182004,2025-01-15T12:03:30Z,"i just wanna confirm that do i have to make the new funtion in hnn_core/viz.py that will handle the visualization of drive strengths across cell types.I am planning to go for heatmap as a part of visualization to determine strength in more understandable form . Am i going correct ?"
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,asoplata,2025-01-15T17:47:00Z,"Sure, this sounds like a good approach. Try to use what you can from calling `plot_connectivity_matrix` or `plot_cell_connectivity`, and make sure to run `make test` before pushing any commits. Thanks!"
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,asoplata,2025-01-27T18:55:44Z,"Hey @dikshant182004 I have moved the comments related to our installation discussion over to here: https://github.com/jonescompneurolab/hnn-core/discussions/982 . Since installation help is not related to the overall Issue, I will delete the comments in this Issue. If you need further help with installation, please comment in the Discussions thread, not in this Issue."
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,dikshant182004,2025-01-28T12:10:14Z,"i am using synaptc weights which determine the strength between connection influenced by spatial distances. i have been summing the code but during the test time fail to get any color gradient in a heatmap ,not able to understand where i am going wrong  `for conn in net.connectivity:         src_type = conn['src_type']         target_type = conn['target_type']         if src_type in drive_names and target_type in cell_types:             nc_dict = conn['nc_dict']             drive_idx = drive_names.index(src_type)             cell_idx = cell_types.index(target_type)             src_type_pos = net.pos_dict[src_type]             target_type_pos = net.pos_dict[target_type]               src_range = np.array(net.gid_ranges[src_type])             target_range = np.array(net.gid_ranges[target_type])              for src_gid, target_src_pair in conn['gid_pairs'].items():                 src_idx = np.where(src_range == src_gid)[0][0]                 target_indeces = np.where(np.isin(target_range, target_src_pair))[0]                 for target_idx in target_indeces:                     src_pos = src_type_pos[src_idx]                     target_pos = target_type_pos[target_idx]                      if show_weight:                         weight, _ = _get_gaussian_connection(                             src_pos, target_pos, nc_dict,                             inplane_distance=net._inplane_distance)                     else:                         weight = 1.0                      strength_matrix[drive_idx, cell_idx] += weight   `"
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,asoplata,2025-01-28T15:51:33Z,"Instead of trying to solve the problem all at once, I would suggest starting smaller: build a ""minimum working example"" that works across only a few cells or a single connection type. Get that to work and produce a plot reliably (even if it is a heatmap with only a single square), *then* refactor it to begin including different types/cells etc. HTH"
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,dikshant182004,2025-01-29T09:31:27Z,okay actually i have test the code by adding some external drive as implemented in your provided reference and got the results in heatmap which is quite satisfactory which can be seen in this visualization   ![Image](https://github.com/user-attachments/assets/7d3af925-469c-4425-9a18-a27df92dbdf7)  if this is okay then i can push my commit as it is working perfectly fine .
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,dikshant182004,2025-01-30T12:39:18Z,??
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,asoplata,2025-01-30T14:36:14Z,"Hey Dikshant, please understand that we want to help as much as possible, but our response times can vary. Our developers have finite time and there is a lot of work to do on HNN with different priority levels, but we are working hard to assist everyone.  Regarding the plot, it looks good! I would make some small suggestions:  1. Instead of using the summed weight values, I would suggest that you ""normalize"" the data to be between 0 and 1 (one way to do this: https://en.wikipedia.org/wiki/Feature_scaling#Rescaling_(min-max_normalization) ). This is useful when we're more interested in the *relative* difference between two values than in the *absolute* difference between two values(e.g. relative: ""`poisson->L5_pyramidal` is about 67% the strength of `evoked_drive->L5_pyramidal`""). In this case, we're more interested in relative differences. This would change the plot to show only values between 0 and 1, which instantly lets us see how strong a certain connection is versus the maximum strength in the network. Better yet, add this as an optional argument to the plotting function, so that a user can still get the ""absolute"" version if they want. 2. Test case: plot a version that has an ""empty"" drive where all the drive weights are 0 by default, then make sure it's still plotted. This could be a test that you add in `test_viz.py` for this new plot type. 3. In the ""absolute"" case, it would be helpful to indicate the units on the plot itself.  Also, if you feel you have developed the code to a ""good working state"" that you're satisfied with, or simply in a state where you want feedback on it, please push it to your branch so that I can see it here in this PR. This includes **even if it is not the final version that will be merged**. Until the PR is accepted and rebased onto our `master` branch, you have the full freedom to make any code changes to your local branch, including additional commits, or even ""rewriting history"" if you make mistakes (see here for a guide https://git-scm.com/book/en/v2/Git-Tools-Rewriting-History ). In other words, at least for HNN, don't feel that you only need to push your commits when the code is absolutely complete and finished -- feel free to push your commits as soon as you want! We prefer the latter, actually, since it helps us understand how the code is being developed."
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,dikshant182004,2025-01-30T17:45:43Z,"okay @asoplata i have understood all your sayings and keep that in mind in future ,i have added the funtionality that u have suggested ,if there is something that needs to be corrected do tell me"
967,2025-01-14T16:23:40Z,asoplata,ENH/VIZ: Add visualization of strength of drives to each celltype,https://github.com/jonescompneurolab/hnn-core/issues/967,2025-09-12T18:55:42Z,asoplata,visualization,,asoplata,2025-09-12T18:55:42Z,Resolved by @dikshant182004 's work in #987. Thanks Dikshant!
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,dikshant182004,2025-01-30T18:31:16Z,i just wanna confirm that do i need to use the python package of BlueBrain to implement this or need to use that as a reference and figure out to how to implement it from the scratch
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,asoplata,2025-01-30T18:49:37Z,"Hey @dikshant182004 for new contributors, we prefer that they only work on one Issue/PR at a time and wait until that is completed, before moving on to others."
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,dikshant182004,2025-02-17T03:51:25Z,now can i work on this issue
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,asoplata,2025-02-18T18:39:16Z,"Yes, I have merged your other PR #994, so feel free to try at this. I recommend trying to use the BlueBrain package first. However, depending on the complexity of the API, we may want to only use parts of their package directly, and simplify other parts. Please note that I removed the ""good first issue"" tag from this issue, since I expect it to be more complex than #994."
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,dikshant182004,2025-02-21T05:06:35Z,"hii @asoplata ,how i can access the individual channel currents ,because the output i am getting is the net current .since i need to get individual current to specify in config parameters ."
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,asoplata,2025-02-21T16:47:16Z,"@ntolley @katduecker  Is there a canonical way for a user to record *per-mechanism* current values for different sections or cells in HNN-Core? For example, can we record the `ik` of https://github.com/jonescompneurolab/hnn-core/blob/master/hnn_core/mod/km.mod#L92 separately from the net current of a particular section? Is it even currently possible to get such recordings?  There has definitely been some interest in recording this type of data in the past: https://github.com/jonescompneurolab/hnn-core/pull/199#issuecomment-731246599 .   If we don't currently support this fine of a degree of recording, then this current issue will have to be put on hold. I think we should consider adding this functionality in the future, but it would certainly have to be a separate issue. Actually recording the data *may* be possible by expanding https://github.com/jonescompneurolab/hnn-core/blob/master/hnn_core/cell.py#L790-L799 , but considerable care would have to be taken with the necessary expansion of the output data structs and format."
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,dikshant182004,2025-02-21T17:47:15Z,"i have tried to modify the neuron model to record individual channel currents but fails to do so ,do tell me if i can help something in adding this funtionality ."
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,ntolley,2025-02-21T18:32:38Z,"@asoplata at the moment this is not possible, the only supported ones are synaptic currents and calcium currents.  I definitely agree this could be useful a feature, I think I refrained from adding it early on because there wasn't any active projects that required this sort of recording, and none of the users were asking for it."
966,2025-01-14T16:03:18Z,asoplata,ENH/VIZ: Introduce visualization of “currentscape”,https://github.com/jonescompneurolab/hnn-core/issues/966,,,"visualization, blocked/cannot proceed",,ntolley,2025-02-21T18:34:42Z,It's also important to note that this will blow up the RAM if you're not careful. I think it'll be wise to think about how to subselect which cells/channels are being recorded if there's any plans to add this feature.
965,2025-01-10T18:55:14Z,asoplata,REF: Introduce typing and type hints,https://github.com/jonescompneurolab/hnn-core/issues/965,,,"documentation, refactor, testing",0.5,jasmainak,2025-01-10T21:31:43Z,"reading the MNE conversation, I realized where my thoughts come from ;-) some legitimate concerns expressed there -- and I'd add that it might be a good idea to scour other open source repos to see if others are adopting it. I typically try to avoid being on the bleeding edge ... let others make the mistakes and learn from them. There is also the concern of an added dependency, but I suppose `mypy` is a well-supported repo so that concern is minor"
965,2025-01-10T18:55:14Z,asoplata,REF: Introduce typing and type hints,https://github.com/jonescompneurolab/hnn-core/issues/965,,,"documentation, refactor, testing",0.5,ntolley,2025-01-12T00:38:13Z,"I'll chime in that I see typing used pretty consistently in the deep learning space for a few years now, still not widely accepted but I'd say it's beyond the bleeding edge currently"
965,2025-01-10T18:55:14Z,asoplata,REF: Introduce typing and type hints,https://github.com/jonescompneurolab/hnn-core/issues/965,,,"documentation, refactor, testing",0.5,asoplata,2025-03-14T18:49:07Z,"Small note, there were many standard-library typing API changes in the Python 3.8->3.9 change that impact this. This issue may be one small reason to deprecate 3.8 support soon (maybe v0.5?), but that should be a separate discussion.   I'll add as well that even though the standard-library typing API has changed in this time, type hints in their essence have been supported for about 11 years at this point (since 3.5) https://peps.python.org/pep-0484/ which I would also say is far from the bleeding edge. I would also argue that this would give the ability to do more precise type-checking, e.g. check the values of keys and values inside `dict`'s, etc., which (I may be wrong about this) I don't believe `_validate_type` currently supports?"
963,2025-01-10T17:32:09Z,asoplata,REF: Refactor bias handling,https://github.com/jonescompneurolab/hnn-core/issues/963,,,refactor,0.5,jasmainak,2025-01-10T21:19:09Z,"Don't think any ""refactor"" issue is a ""good first issue"" ;-) Do keep in mind that if you change the internals in a way that it may break user code, you would have to deprecate ... if it's just moving private functions around, then there is no need to worry of course.  particularly if you want the code to be adopted outside Jones lab; it is sometimes better to keep sub-optimal code if it doesn't break old user code."
963,2025-01-10T17:32:09Z,asoplata,REF: Refactor bias handling,https://github.com/jonescompneurolab/hnn-core/issues/963,,,refactor,0.5,asoplata,2025-01-13T14:47:44Z,"Good point on not making this a good first issue, especially since it *may* be a breaking change. I need a deeper understanding of our config/network/data format first before I begin making any possible breaking changes to it."
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,dikshant182004,2025-01-12T09:29:39Z,"hey @asoplata ,i have understood the task there is one question in my mind that should i archive all that legacy files in another directory for historical use or delete them .i am thinking to transfer them in another directory and update the .gitignore or documentation that they are not for regular use"
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,dikshant182004,2025-01-12T09:55:36Z,"one more thing as we are migrating into hierarchial json format ,does the gui script is able to handle the nested structure or we need to update that also"
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,asoplata,2025-01-14T16:28:37Z,"Hello Dikshant! Welcome, and thank you very much for your interest in contributing to HNN-Core's development! We're very happy to have you here :)  Firstly, our Contribution Guide can be found here: https://jonescompneurolab.github.io/hnn-core/stable/contributing.html . Judging from your Python experience, you should already be pretty familiar with how we do things. We do rebase+squash instead of merges.  Secondly, our Code of Conduct can be found here: https://github.com/jonescompneurolab/hnn-core/blob/master/CODE_OF_CONDUCT.md .  Lastly, if you are interested in contributing to development, we strongly recommend that you start with an existing Issue that has the `good first issue` tag. Some examples are #954, #917, #966, and #967. Unfortunately, this current issue is not a good fit for a new developer, since there's certain complexities for how to do this that I didn't include in the initial issue description."
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,dikshant182004,2025-01-14T16:50:03Z,hii @asoplata thanks for guiding me i will start with the good first issue first then will move forward .
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,dikshant182004,2025-02-26T12:51:06Z,"hii @asoplata ,can we move forward in this issue now ,as the `currentscape` needs to be on hold."
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,asoplata,2025-02-27T16:05:35Z,"Hey @dikshant182004 , unfortunately this is not a good issue for new developers such as yourself for a number of reasons, including requiring extensive code changes and changing how we handle backwards-compatibility, in addition to many others."
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,dikshant182004,2025-02-27T17:29:49Z,Then I'll definitely want to give it a try.
962,2025-01-10T17:22:16Z,asoplata,MAINT: Upgrade ALL network configuration file formats (except for tests),https://github.com/jonescompneurolab/hnn-core/issues/962,,,"refactor, testing, file-formats, high difficulty",0.5,dikshant182004,2025-03-01T14:43:46Z,"hii @asoplata ,i was going through all the code and created a prototype of `default.json` in hierarchial format .I agreed upon the fact that it  requires extensive code changes where the network configurations are being used . But after going through all the code ,I think we can complete this issue .plz have a look at this format   [default2.json](https://github.com/user-attachments/files/19039321/default2.json)"
